"V2","V3","V4","V5","V6","V7","V8","V9"
4,5,1,2,8,3,2,1
3,11,0,3,11,4,4,3
1,3,4,2,4,3,2,0
0,6,2,4,7,2,5,1
3,9,0,2,17,2,1,1
2,9,1,4,35,3,1,2
1,2,2,3,6,2,4,3
1,8,2,1,10,0,4,0
2,8,2,2,9,4,2,2
1,13,5,9,10,2,4,2
0,4,1,3,6,0,4,0
3,7,2,10,8,3,2,2
1,9,1,20,15,3,2,1
1,8,2,12,27,1,3,2
2,5,3,4,8,2,3,1
1,8,5,6,9,4,2,1
2,6,3,9,8,2,2,2
1,12,8,14,16,1,4,0
2,4,3,5,5,2,0,0
3,7,13,14,8,3,3,1
2,9,17,61,34,0,2,3
0,8,16,26,76,2,3,3
2,7,6,9,9,3,2,1
3,7,8,12,12,2,2,3
1,5,7,10,12,2,3,1
3,12,13,14,14,4,2,1
0,2,5,7,4,0,1,2
1,3,6,8,7,0,2,0
0,9,43,90,44,1,3,0
2,11,25,36,97,4,3,0
2,5,7,10,11,2,2,3
1,4,12,10,15,2,4,3
1,7,11,11,12,2,3,0
3,12,16,15,13,3,3,3
0,1,6,5,7,1,2,2
0,1,0,1,3,0,0,0
4,12,85,84,32,5,1,0
3,8,33,33,37,3,2,3
1,3,10,10,9,1,3,4
1,7,13,14,10,4,5,1
1,7,11,12,10,7,3,1
3,11,12,13,14,2,5,1
1,3,5,6,2,2,0,0
1,1,0,2,1,0,0,1
1,9,48,28,73,0,4,2
0,10,26,18,36,3,6,1
1,5,6,7,6,5,3,0
3,7,10,10,13,2,1,2
3,4,11,9,13,1,3,1
3,14,9,3,14,5,5,1
2,3,4,1,6,1,1,2
0,0,2,0,1,0,0,0
0,10,54,1,163,2,7,1
1,11,20,4,29,3,4,2
2,2,7,1,9,1,2,1
3,6,10,1,14,2,6,2
2,7,11,4,11,2,3,0
2,12,15,5,17,2,2,3
4,3,7,1,7,0,2,1
0,2,1,1,0,0,4,0
1,10,98,11,135,3,5,0
4,10,23,6,27,1,3,2
1,1,9,3,8,1,4,2
1,6,10,6,8,1,3,0
1,9,10,5,11,4,4,1
3,11,15,10,8,1,4,3
0,4,5,4,2,1,4,1
0,0,0,1,1,0,0,0
4,10,95,33,18,0,2,1
3,7,22,15,10,1,6,4
1,3,8,7,2,0,2,0
2,8,10,10,5,3,3,1
3,6,11,8,6,2,3,1
0,12,12,18,8,3,6,0
1,6,3,8,3,2,2,0
1,1,1,0,3,0,0,1
0,8,30,257,24,1,4,0
4,8,12,27,14,4,7,3
2,4,5,7,6,2,2,2
1,5,8,10,8,1,4,0
5,4,8,13,9,1,4,3
4,13,6,16,13,2,3,2
2,3,3,5,6,1,3,3
0,2,0,4,0,0,0,0
1,10,9,259,37,3,3,2
2,9,11,36,28,1,4,3
2,3,4,9,9,0,3,2
0,5,5,11,9,0,3,0
4,6,2,11,7,3,3,1
2,13,2,18,11,0,5,1
0,4,1,8,3,2,3,0
0,2,0,1,3,1,1,0
3,10,4,196,32,1,3,3
0,8,3,42,39,4,3,3
3,5,1,11,5,1,5,1
3,7,1,11,8,1,3,0
2,6,5,11,11,3,3,1
3,13,2,18,13,1,5,0
2,4,2,5,4,2,3,1
0,0,0,0,1,2,0,1
1,10,4,141,29,2,4,2
1,8,4,36,40,2,6,1
2,6,2,9,7,3,4,1
2,6,4,9,10,3,3,1
2,6,2,12,10,2,4,2
4,14,2,10,13,2,6,2
0,3,1,3,6,1,0,0
1,0,0,0,1,0,1,0
2,11,0,23,28,0,5,1
1,10,2,14,86,3,4,0
3,3,3,4,10,2,3,2
1,5,1,8,10,0,3,2
0,9,0,9,11,2,5,0
5,10,4,8,14,3,5,4
2,4,0,4,4,0,2,1
0,2,0,1,0,0,1,0
3,9,3,4,28,5,4,1
3,8,1,7,88,2,3,4
3,5,0,7,12,2,2,1
1,5,1,7,9,2,5,0
4,5,3,5,10,1,2,4
2,13,1,5,13,4,8,3
0,3,1,2,3,2,1,1
0,0,0,0,3,0,0,1
3,9,0,3,39,3,5,3
1,10,1,4,79,2,4,1
1,6,4,4,12,3,4,4
3,5,2,3,11,2,4,3
2,6,2,3,13,2,3,1
2,14,3,2,8,3,5,1
1,2,2,1,4,2,2,2
1,2,0,0,1,0,1,0
0,13,1,10,13,4,7,0
1,9,1,5,22,2,4,1
3,5,2,3,7,2,3,4
2,8,0,4,10,4,5,0
1,6,3,3,7,1,5,1
2,12,2,1,8,1,5,2
1,4,0,1,5,0,3,0
0,2,0,0,2,0,0,0
0,9,2,6,8,2,7,2
2,8,3,4,12,1,2,2
2,9,2,3,7,3,4,2
0,5,1,4,6,1,6,1
1,4,3,4,5,1,3,0
0,13,3,5,8,2,3,4
1,1,0,1,3,1,1,0
1,2,0,1,1,0,4,0
0,12,2,8,11,0,4,2
0,9,1,9,19,2,3,2
2,4,4,4,4,2,4,0
2,5,1,8,6,0,5,1
0,7,0,5,6,2,1,2
2,14,2,11,3,2,5,0
0,4,2,5,0,2,1,1
3,4,3,6,4,2,0,2
1,10,0,18,4,1,2,0
0,11,2,23,5,0,4,3
2,1,2,6,4,2,1,2
2,6,2,7,4,2,3,0
0,7,3,7,3,1,2,1
2,14,3,15,9,3,3,1
0,3,0,5,3,0,2,0
3,3,5,12,6,2,3,1
2,8,4,53,19,2,2,3
1,13,4,59,18,2,4,0
2,4,3,11,6,1,3,2
3,4,6,12,7,3,1,5
1,7,7,11,7,2,2,1
2,12,8,17,11,1,3,1
2,3,4,6,4,1,0,2
2,6,8,6,4,0,0,0
0,11,14,69,19,0,4,0
3,8,10,66,15,0,2,2
3,4,5,8,2,2,1,1
1,7,8,12,8,2,3,1
1,6,5,11,8,1,3,3
4,10,12,17,13,2,2,5
1,5,6,4,4,1,2,0
0,3,1,1,1,0,1,0
1,8,25,87,44,0,3,1
5,10,21,47,23,1,0,1
1,4,8,9,7,1,3,3
0,6,9,12,11,0,2,0
2,6,8,11,8,2,0,0
3,13,12,14,16,1,4,2
1,5,4,7,8,1,4,2
1,0,0,0,0,0,0,0
2,7,33,61,91,1,2,3
0,10,19,30,39,2,5,3
2,6,6,8,9,2,3,0
2,5,7,9,11,1,1,1
2,6,8,10,11,4,1,2
1,13,9,5,14,0,5,1
3,4,4,3,6,1,0,1
0,1,2,2,1,0,0,1
1,10,24,6,60,0,3,2
2,11,14,7,25,1,6,1
2,3,5,3,10,1,3,2
2,6,9,4,8,2,3,1
0,7,9,4,10,0,5,1
4,12,17,7,16,4,2,1
0,3,6,2,7,2,4,2
0,2,0,1,2,0,0,0
2,10,70,7,93,0,4,0
3,6,19,5,20,3,4,3
3,6,10,3,11,0,3,1
1,8,9,6,11,1,4,0
1,6,9,4,10,3,4,1
3,12,14,13,3,0,5,3
2,5,5,5,1,0,2,0
0,0,0,1,0,0,2,0
2,7,79,96,0,1,3,3
3,8,18,15,2,2,5,3
1,5,9,9,2,2,5,1
3,6,9,12,1,0,1,0
3,4,13,10,0,1,4,1
2,13,11,20,2,2,6,4
1,4,4,3,1,0,3,1
0,3,0,1,0,0,0,0
2,9,13,244,0,2,5,0
3,7,7,19,2,0,5,2
3,5,4,10,3,0,4,1
2,7,7,14,1,2,5,1
1,6,7,13,3,1,3,1
0,14,6,18,12,3,7,3
3,4,2,6,7,2,3,0
0,0,0,0,0,0,0,0
0,9,3,166,36,1,3,1
3,9,2,32,29,2,8,3
3,7,1,9,8,1,3,0
2,7,4,13,9,3,4,1
0,4,4,12,11,1,5,2
4,15,5,17,15,3,6,2
0,3,2,7,4,1,3,1
0,0,0,0,0,0,1,1
0,10,1,178,55,0,6,2
4,11,5,40,46,3,3,0
2,5,2,10,9,3,2,1
1,5,2,10,12,0,2,3
0,6,6,13,13,1,5,3
1,12,6,16,16,0,5,2
0,3,1,6,6,1,3,2
0,1,0,0,0,0,2,0
4,10,5,136,44,2,3,0
3,7,3,42,68,1,4,1
2,4,4,8,10,0,5,2
2,6,4,12,10,2,5,0
3,6,3,14,11,3,4,2
3,12,2,11,15,1,4,1
0,2,2,3,6,0,2,3
0,2,0,0,1,0,2,0
2,9,1,27,35,2,5,0
2,7,2,23,84,2,5,0
3,4,2,6,11,1,3,2
1,7,1,8,8,0,4,2
2,5,0,9,11,2,5,0
3,12,4,8,16,3,7,3
0,5,0,3,3,1,2,1
1,1,0,2,0,0,1,0
3,11,2,22,33,6,4,2
3,9,2,13,118,0,3,2
1,5,1,5,9,2,3,2
1,5,1,9,10,4,5,0
3,5,0,8,11,2,2,0
3,14,3,1,13,2,6,0
2,3,0,1,5,3,2,0
0,1,1,0,1,0,0,0
0,12,1,0,31,3,5,2
1,7,3,2,147,4,6,3
3,5,1,3,11,3,4,2
2,6,2,1,14,2,3,0
0,5,3,1,11,1,4,3
4,11,1,3,14,3,7,0
1,4,1,0,6,1,1,1
0,1,0,0,0,0,1,0
1,10,0,4,26,3,6,2
4,10,1,2,117,3,5,0
3,4,3,2,13,4,3,3
1,5,1,2,12,0,4,2
1,8,1,2,11,1,4,2
3,14,3,1,13,3,5,1
0,4,1,0,5,1,1,4
0,1,0,2,0,0,0,0
3,11,2,2,20,4,7,1
2,5,1,0,56,1,4,1
2,4,2,1,8,2,3,2
1,6,1,2,12,2,6,3
1,6,1,1,9,1,3,1
2,13,1,0,12,1,3,3
0,4,1,3,4,1,2,2
0,1,0,1,2,0,3,0
4,11,1,0,20,2,4,1
2,8,1,0,53,2,3,3
2,5,1,3,7,0,5,1
2,7,0,4,11,2,6,0
0,7,2,0,11,3,3,1
2,13,1,4,8,3,6,3
2,3,0,0,0,1,2,1
2,3,0,1,5,2,2,2
3,10,3,1,12,2,5,2
0,9,1,3,14,0,5,2
2,3,0,1,4,1,2,0
3,6,2,1,8,4,3,2
2,6,3,1,8,2,5,4
3,13,4,7,6,4,3,1
2,4,2,2,3,3,0,0
1,6,7,7,6,3,4,5
0,11,5,10,7,2,4,0
1,9,3,9,10,1,3,1
3,2,4,2,3,3,1,1
2,5,3,8,8,3,3,2
1,10,2,8,6,2,4,0
2,10,9,12,14,4,2,4
1,3,2,7,8,1,2,1
1,9,13,11,14,2,4,2
1,11,10,34,56,1,3,2
2,9,9,45,35,3,3,3
1,4,2,7,8,2,2,3
0,7,6,12,11,0,3,2
2,5,6,11,10,2,2,2
1,13,13,16,15,4,4,3
2,3,6,5,6,1,1,1
2,7,14,16,14,1,3,1
0,10,28,126,80,0,2,0
1,11,25,92,40,2,3,0
1,3,8,10,9,2,2,2
2,6,8,14,12,3,2,1
1,7,8,14,13,2,4,1
2,12,16,17,16,4,4,4
1,3,5,6,8,1,1,3
0,3,0,2,2,0,0,0
1,8,48,95,125,0,3,0
2,8,28,51,38,2,3,3
1,3,7,7,7,3,1,2
0,7,8,12,11,1,2,0
2,5,13,12,11,0,4,2
2,12,10,15,16,1,2,3
1,3,5,7,7,0,2,0
0,1,3,3,1,0,0,0
2,8,36,94,138,0,3,4
3,10,24,48,40,3,3,2
2,4,4,8,7,0,3,2
1,5,9,11,10,1,2,2
3,5,9,11,12,1,0,3
2,14,15,10,15,1,5,0
2,3,5,2,5,2,3,1
1,2,1,2,0,0,0,0
1,12,85,14,117,0,4,1
2,10,28,20,30,2,6,0
2,3,10,6,10,2,3,4
2,7,11,8,11,3,2,1
0,8,11,7,12,3,5,0
2,11,17,13,2,2,5,4
0,3,5,5,1,2,1,1
0,2,0,0,0,0,1,0
0,9,91,84,2,0,5,0
3,8,26,26,3,3,4,5
1,6,10,8,2,2,3,1
0,5,9,10,3,0,5,1
3,6,10,11,2,1,4,2
1,11,12,15,3,2,5,2
0,3,5,7,1,1,3,1
0,0,3,1,0,0,1,1
3,8,59,177,0,2,2,1
1,10,21,30,2,4,5,2
1,4,8,9,2,0,4,0
2,4,8,11,2,0,3,2
2,5,12,11,0,3,2,3
2,13,13,9,7,1,7,3
2,2,6,5,4,1,3,2
0,1,0,1,1,1,0,0
0,10,50,27,9,1,5,0
2,9,15,15,14,2,5,1
3,3,8,6,4,3,1,4
1,5,10,7,7,4,4,2
1,8,8,7,8,1,6,0
4,11,7,10,14,3,3,2
1,2,4,5,6,2,0,2
0,2,0,1,1,0,1,0
2,10,13,20,28,0,3,1
3,7,12,13,66,5,2,4
1,4,5,3,8,2,3,1
0,7,7,6,11,0,5,0
3,7,5,9,11,2,3,2
2,12,4,2,13,4,5,1
0,4,2,1,6,0,2,0
0,0,0,2,1,0,0,0
0,11,2,8,26,2,4,1
0,10,3,8,100,2,7,0
1,4,3,4,10,2,5,2
3,6,2,5,9,2,1,2
3,5,3,4,10,2,4,2
3,13,1,2,16,2,5,2
1,2,0,2,4,0,0,2
0,1,2,0,0,0,0,0
0,10,6,0,31,0,7,2
3,11,4,2,91,1,4,0
3,5,3,3,10,2,1,5
1,3,2,1,10,2,5,3
1,8,6,2,11,1,5,1
4,13,2,6,13,5,4,3
0,5,2,2,5,1,2,1
0,1,0,0,1,0,3,0
2,10,1,4,26,4,6,1
2,7,1,5,95,5,2,2
0,4,2,4,8,3,4,1
0,6,2,4,11,1,4,2
2,7,1,4,11,4,2,1
4,11,1,3,12,3,2,3
1,5,2,1,4,1,2,2
0,0,0,0,3,0,2,0
3,12,3,6,24,2,3,2
1,9,0,6,46,4,5,3
0,4,2,4,8,2,3,1
1,7,3,2,13,1,3,0
3,6,0,2,9,4,3,0
2,11,2,2,8,2,5,2
0,4,1,0,3,0,2,0
0,1,0,0,1,0,1,0
4,10,1,5,10,3,3,4
2,7,1,2,28,0,5,2
0,5,2,1,9,1,5,1
2,8,2,3,8,3,1,0
3,5,2,5,9,2,5,3
1,15,3,2,11,0,5,0
3,4,1,0,1,3,0,0
0,0,0,1,1,0,0,1
1,10,2,2,6,1,7,3
0,11,1,2,15,3,4,0
2,5,2,2,3,4,2,1
4,6,1,3,6,2,3,3
3,6,5,0,9,1,4,1
3,13,0,8,3,3,3,2
2,4,1,2,0,1,2,2
0,1,0,1,0,0,0,0
1,10,2,11,6,2,5,1
2,11,3,10,5,2,3,1
1,3,3,4,2,0,2,1
0,5,2,6,4,1,5,2
1,6,1,4,4,2,5,1
1,12,4,14,12,2,6,4
1,3,2,4,6,0,2,0
0,3,0,3,3,3,0,0
1,10,2,39,26,1,4,3
2,9,3,21,25,0,5,4
1,4,2,7,7,2,4,1
2,9,1,10,7,3,4,1
3,7,2,9,8,4,3,3
2,12,2,15,14,3,4,0
1,5,0,6,4,3,2,0
3,3,0,3,4,1,0,1
0,9,2,54,44,1,2,3
1,9,4,26,51,0,5,2
2,5,3,11,8,5,3,1
1,7,1,11,13,2,1,2
4,6,4,10,12,0,3,2
2,13,6,15,13,2,3,1
1,3,2,7,5,2,0,0
0,1,1,2,5,0,0,1
0,9,8,47,81,0,1,1
1,11,7,24,38,2,6,1
2,4,3,8,10,3,2,1
2,5,7,10,14,1,1,2
2,6,5,9,11,0,3,0
2,12,8,16,14,4,2,2
2,4,4,6,7,0,1,3
0,2,3,1,3,0,0,0
0,8,20,63,82,1,4,1
4,10,12,29,28,3,2,4
1,3,7,8,9,2,2,1
1,7,10,11,13,1,5,0
1,7,7,11,10,3,4,1
2,12,8,14,18,0,4,2
0,4,3,6,8,1,4,2
0,3,0,2,0,0,0,0
1,9,11,61,206,3,2,1
3,7,11,22,33,1,4,2
1,5,5,8,9,0,4,1
0,8,7,13,12,2,5,0
1,5,5,9,11,4,4,1
2,12,16,2,16,2,7,0
2,6,8,2,10,3,3,2
0,1,1,0,1,0,0,1
1,8,92,1,190,0,4,2
3,11,26,4,28,3,6,2
1,6,10,3,10,3,4,3
2,7,13,0,12,2,2,2
2,5,12,2,13,2,4,5
3,14,14,14,5,3,4,2
2,3,9,6,6,1,2,2
0,2,1,0,1,0,2,0
1,10,76,56,5,0,6,1
1,9,23,20,8,3,4,0
3,3,11,8,5,4,2,2
2,6,11,10,6,1,4,1
0,7,10,12,5,1,5,0
4,12,13,16,9,1,4,3
1,3,9,10,5,0,3,3
0,1,0,0,0,0,1,0
2,11,60,171,8,3,6,1
1,8,19,23,12,3,5,3
3,5,9,9,4,0,5,3
1,7,9,14,7,1,5,0
1,6,10,11,5,4,4,2
2,12,9,18,10,1,5,2
0,7,4,11,6,2,3,1
0,1,0,0,3,1,1,0
4,10,23,322,18,0,5,1
3,7,8,27,10,1,5,2
0,6,4,11,6,2,5,0
3,7,7,10,7,1,2,1
2,6,8,13,9,0,3,2
1,12,6,19,8,3,5,3
2,4,4,7,6,2,2,2
0,0,2,0,3,0,0,0
0,9,12,238,22,0,8,3
2,9,10,37,16,2,4,2
2,5,6,13,7,1,2,3
2,3,7,12,9,4,3,2
3,6,4,14,9,1,2,2
3,12,10,16,12,3,4,4
2,4,4,10,9,0,4,2
0,2,1,0,0,0,2,0
3,10,14,194,27,1,5,1
2,9,12,41,41,2,4,3
2,6,3,13,11,3,3,1
2,5,5,11,9,1,5,2
1,6,8,13,11,2,4,3
2,12,1,10,14,3,5,3
3,6,0,4,5,2,3,1
0,2,1,1,0,0,0,0
3,9,2,38,32,3,3,1
3,10,1,20,84,3,5,3
2,6,2,9,9,1,2,1
1,6,1,7,9,4,4,0
4,5,4,9,11,2,3,2
1,14,1,11,14,2,7,3
1,3,2,6,5,1,1,1
1,1,0,1,1,0,0,0
2,9,1,54,31,1,5,4
2,10,1,28,93,0,4,1
2,5,4,10,11,4,4,3
2,5,2,9,12,2,3,2
2,7,1,10,12,0,2,1
3,13,3,7,10,5,5,2
2,3,1,1,7,1,3,2
0,2,0,2,1,0,0,0
0,12,1,15,21,3,5,0
2,9,3,11,43,4,4,1
3,5,2,4,10,2,2,3
1,8,1,7,12,4,4,0
1,7,1,8,10,2,6,2
5,12,2,3,14,3,3,5
1,3,0,2,7,2,4,2
0,1,0,0,1,0,1,0
2,8,3,0,23,4,4,3
3,8,2,0,70,3,3,1
1,7,1,2,11,3,4,1
2,5,1,4,9,3,4,2
4,6,3,2,11,4,2,2
3,13,3,4,9,3,5,2
0,2,2,1,3,3,2,4
0,1,0,0,2,0,1,0
1,11,1,1,16,2,5,1
0,8,0,1,31,2,4,2
3,6,3,2,8,3,4,2
3,6,3,2,9,1,2,2
2,8,0,2,12,3,5,0
3,12,3,2,5,4,4,2
2,5,3,0,2,1,1,0
0,2,0,0,0,0,0,0
1,10,1,2,3,3,6,0
3,8,5,1,3,2,2,3
3,4,1,1,4,4,3,0
0,8,0,0,3,1,4,1
3,4,3,3,0,2,3,2
3,15,4,8,8,0,4,2
1,4,0,3,3,0,3,0
0,1,0,2,0,0,0,1
4,10,3,18,8,1,5,2
2,10,2,13,11,1,4,1
1,5,0,5,3,1,3,0
2,5,2,8,3,0,3,1
4,5,2,8,6,1,1,4
0,13,2,11,12,2,5,2
2,1,1,7,2,1,1,3
1,2,1,1,2,0,0,0
1,11,3,25,23,3,4,2
0,10,1,15,54,0,6,0
4,2,2,6,9,2,2,2
0,4,3,8,10,3,3,3
1,7,3,7,10,2,5,0
3,11,6,11,13,1,3,2
1,4,2,2,6,2,0,1
0,1,0,0,0,0,0,0
2,11,5,33,30,0,1,0
5,10,5,24,42,2,2,3
2,4,5,7,9,3,3,2
2,7,4,9,12,1,4,1
1,6,2,9,9,1,3,1
1,11,10,16,15,2,4,3
0,3,1,7,6,0,2,0
0,2,2,2,0,0,0,0
1,8,22,82,48,1,2,3
1,11,19,35,44,0,3,2
1,4,5,7,7,0,3,0
3,4,6,13,13,1,1,3
3,6,8,10,9,2,2,2
2,13,10,13,13,2,5,0
1,2,4,8,4,1,1,1
0,1,1,1,1,1,0,0
0,13,37,76,49,0,5,0
3,10,20,31,31,1,5,2
4,3,6,7,8,3,0,1
1,7,11,11,10,2,4,2
0,7,9,9,11,0,5,3
3,12,11,5,17,2,5,3
2,4,7,3,7,2,3,1
0,2,1,0,1,0,2,0
2,9,25,3,123,1,3,0
3,9,16,3,40,3,5,1
0,2,7,1,8,2,3,3
1,8,9,3,14,1,4,2
2,7,6,1,13,3,4,2
3,12,19,2,14,2,6,3
0,3,7,2,9,0,5,2
1,3,0,1,0,0,1,0
0,10,110,8,81,3,5,0
1,8,29,11,23,0,6,5
2,5,9,3,9,0,1,1
1,5,12,7,10,3,5,0
1,4,12,9,11,1,3,1
2,15,14,17,8,1,6,1
4,4,9,9,4,3,3,2
0,0,2,1,0,0,1,0
0,9,81,241,7,2,6,2
2,11,24,32,7,3,8,3
2,4,7,11,3,1,3,0
4,5,12,13,3,1,4,0
